"id","absolute_url","date_end","date_start","nb_days","country","location","category","status","finished","is_cancelled","amount_raised","goal","percent","currency","goal_raised","lang","comment_counts","news_count"
29713,"https://www.ulule.com/arborescences/","2015-09-22T21:59:59Z","2015-07-20T00:00:00Z",NA,"FR","Montpellier","Art & Photo","online",TRUE,FALSE,1013,1000,101,"EUR",TRUE,"fr",1,5
29714,"https://www.ulule.com/delautre-cote/","2015-10-19T21:59:59Z","2015-07-21T00:00:00Z",90,"FR","FECAMP","Film & vidéo","online",TRUE,FALSE,60,10000,0,"EUR",FALSE,"fr",0,0
29716,"https://www.ulule.com/little-nepo-3/","2015-07-26T21:59:59Z","2015-07-16T00:00:00Z",10,"FR",NA,"Film & vidéo","online",TRUE,FALSE,610,600,101,"EUR",TRUE,"fr",0,0
29718,"https://www.ulule.com/disatis-roumanie/","2015-09-09T21:59:59Z","2015-07-26T00:00:00Z",45,"FR","Paris","Solidaire & Citoyen","online",TRUE,FALSE,2000,2000,100,"EUR",TRUE,"fr",0,3
29719,"https://www.ulule.com/edition3el/","2015-09-30T21:59:59Z","2015-07-20T00:00:00Z",NA,"FR",NA,"Édition & Média","online",TRUE,FALSE,140,3000,4,"EUR",FALSE,"fr",0,1
29720,"https://www.ulule.com/bretagne-tras-os-montes/","2015-09-30T21:59:59Z","2015-07-15T00:00:00Z",NA,"FR","Pont-Aven","Art & Photo","online",TRUE,FALSE,5590,6500,86,"EUR",FALSE,"fr",0,11
29722,"https://www.ulule.com/toobber/","2015-07-18T21:59:59Z","2015-07-15T00:00:00Z",3,"FR","75 Rue Saint Honoré 75001 Paris","Film & vidéo","online",TRUE,TRUE,0,600,0,"EUR",FALSE,"fr",0,0
29724,"https://www.ulule.com/gaelphoto/","2015-07-16T21:59:59Z","2015-07-15T00:00:00Z",NA,"FR","Clermont-ferrand","Art & Photo","online",TRUE,FALSE,2037,800,254,"EUR",TRUE,"fr",7,0
29725,"https://www.ulule.com/fifadji-luyara/","2015-08-15T21:59:59Z","2015-07-15T00:00:00Z",NA,"FR","Clermont-Ferrand","Solidaire & Citoyen","online",TRUE,FALSE,130,600,21,"EUR",FALSE,"fr",0,5
29727,"https://www.ulule.com/cites-raganocturne/","2015-10-08T21:59:59Z","2015-08-25T00:00:00Z",NA,"FR","Paris","Spectacle vivant","online",TRUE,FALSE,1200,1200,100,"EUR",TRUE,"fr",0,3
29728,"https://www.ulule.com/dici-chapeau/","2015-09-07T21:59:59Z","2015-08-02T00:00:00Z",NA,"FR","Pontigny","Art & Photo","online",TRUE,FALSE,887,1400,63,"EUR",FALSE,"fr",0,5
29729,"https://www.ulule.com/roman-initiatique/","2015-09-13T21:59:59Z","2015-07-15T00:00:00Z",60,"FR","ALSACE","Édition & Média","online",TRUE,FALSE,1105,1100,100,"EUR",TRUE,"fr",0,3
29730,"https://www.ulule.com/symphonie-cancer/","2015-09-30T21:59:59Z","2015-07-24T00:00:00Z",NA,"FR","saint max","Solidaire & Citoyen","online",TRUE,FALSE,5648,5000,112,"EUR",TRUE,"fr",8,13
29731,"https://www.ulule.com/humanitaire-cambodge/","2015-09-07T21:59:59Z","2015-07-15T00:00:00Z",NA,"FR","Loos","Solidaire & Citoyen","online",TRUE,FALSE,1004,1000,100,"EUR",TRUE,"fr",3,0
29732,"https://www.ulule.com/ecolemt-suite/","2015-08-07T21:59:59Z","2015-07-18T00:00:00Z",17,"FR","VILLEMOMBLE","Solidaire & Citoyen","online",TRUE,FALSE,250,200,125,"EUR",TRUE,"fr",0,0
29733,"https://www.ulule.com/transport-materiel/","2015-07-30T21:59:59Z","2015-07-15T00:00:00Z",15,"FR","brumath","Solidaire & Citoyen","online",TRUE,FALSE,0,195,0,"EUR",FALSE,"fr",0,0
29734,"https://www.ulule.com/tabakitaba/","2016-02-28T22:59:00Z","2016-01-04T00:00:00Z",50,"FR","27 rue Hippolyte Sarty 94400 Vitry-sur-Seine","Jeux","online",TRUE,FALSE,70,2000,3,"EUR",FALSE,"fr",4,0
29735,"https://www.ulule.com/album-enregistrement/","2015-09-15T21:59:59Z","2015-08-03T00:00:00Z",NA,"FR","CUXAC CABARDES","Musique","online",TRUE,FALSE,2947,2500,117,"EUR",TRUE,"fr",0,0
29736,"https://www.ulule.com/mesaventures-extraordinaires/","2015-09-09T21:59:59Z","2015-07-24T00:00:00Z",47,NA,NA,"Édition & Média","online",TRUE,FALSE,145,2000,7,"EUR",FALSE,"fr",0,0
29737,"https://www.ulule.com/balade-anciens/","2015-10-05T21:59:59Z","2015-08-26T00:00:00Z",40,"FR","Livry-Gargan","Solidaire & Citoyen","online",TRUE,FALSE,563,500,112,"EUR",TRUE,"fr",0,1
29739,"https://www.ulule.com/parcvegetal-creuse/","2015-09-30T21:59:59Z","2015-07-22T00:00:00Z",NA,"FR","gueret","Solidaire & Citoyen","online",TRUE,FALSE,0,3000,0,"EUR",FALSE,"fr",0,0
29740,"https://www.ulule.com/franckdettinger-1eralbum/","2015-10-14T21:59:59Z","2015-08-21T00:00:00Z",NA,"FR","limoges","Musique","online",TRUE,TRUE,375,3000,12,"EUR",FALSE,"fr",3,1
29741,"https://www.ulule.com/fopdev-scholarship/","2015-10-08T21:59:59Z","2015-08-04T00:00:00Z",60,"FR","Lecousse","Solidaire & Citoyen","online",TRUE,FALSE,300,4000,7,"EUR",FALSE,"fr",0,1
29743,"https://www.ulule.com/sibelius-konzert/","2015-08-14T21:59:59Z","2015-07-15T00:00:00Z",30,"DE","Mülheim an der Ruhr ","Musique","online",TRUE,FALSE,70,1000,7,"EUR",FALSE,"de",0,0
29744,"https://www.ulule.com/luderic-bastien/","2015-09-19T21:59:59Z","2015-07-26T00:00:00Z",NA,"FR","Ségur","Solidaire & Citoyen","online",TRUE,FALSE,25,500,5,"EUR",FALSE,"fr",0,0
29745,"https://www.ulule.com/migrant-home/","2015-09-11T19:59:59Z","2015-07-23T00:00:00Z",NA,"FR","Strasbourg","Film & vidéo","online",TRUE,FALSE,135,2000,6,"EUR",FALSE,"en",0,1
29746,"https://www.ulule.com/festival-bd/","2016-04-10T21:59:00Z","2016-03-10T00:00:00Z",NA,"FR","HAUTVILLERS","BD & Manga","online",TRUE,FALSE,3550,3500,101,"EUR",TRUE,"fr",5,26
29748,"https://www.ulule.com/editions-du-plongeon/","2016-04-19T21:59:00Z","2016-03-20T00:00:00Z",30,"FR","Bonne","Édition & Média","online",TRUE,FALSE,530,400,132,"EUR",TRUE,"fr",8,5
29750,"https://www.ulule.com/caravane-solidaire2015/","2015-08-30T21:59:59Z","2015-07-17T00:00:00Z",NA,"FR","La Rochelle","Solidaire & Citoyen","online",TRUE,FALSE,280,1200,23,"EUR",FALSE,"fr",0,0
29753,"https://www.ulule.com/lagenda-mataime/","2015-08-09T21:59:59Z","2015-07-16T00:00:00Z",NA,"FR","Angers","Édition & Média","online",TRUE,FALSE,728,40,57,"EUR",FALSE,"fr",0,5
29755,"https://www.ulule.com/4l-hippo4/","2015-10-17T21:59:59Z","2015-08-20T00:00:00Z",NA,"FR","Toulouse","Solidaire & Citoyen","online",TRUE,FALSE,600,500,120,"EUR",TRUE,"fr",0,0
29756,"https://www.ulule.com/lostducastel/","2015-08-24T21:59:59Z","2015-07-25T00:00:00Z",NA,"FR","Peypin","Spectacle vivant","online",TRUE,FALSE,35,1700,2,"EUR",FALSE,"fr",0,0
29758,"https://www.ulule.com/raid_solidaire_nanas_qui_dechirent/","2015-09-02T21:59:59Z","2015-07-29T00:00:00Z",35,"FR","vichy","Sports","online",TRUE,FALSE,75,600,12,"EUR",FALSE,"fr",2,0
29760,"https://www.ulule.com/the-beast/","2015-10-20T21:59:59Z","2015-09-01T00:00:00Z",NA,"BE","Berchem","Sports","online",TRUE,FALSE,12502,12500,100,"EUR",TRUE,"nl",0,3
29761,"https://www.ulule.com/gk-bicol-2015/","2015-09-06T21:59:59Z","2015-07-29T00:00:00Z",44,"FR","Lyon","Solidaire & Citoyen","online",TRUE,FALSE,370,700,52,"EUR",FALSE,"fr",0,0
29762,"https://www.ulule.com/grappling-bresil/","2015-10-14T21:59:59Z","2015-08-08T00:00:00Z",67,"FR","La Creche ","Sports","online",TRUE,FALSE,1650,1600,103,"EUR",TRUE,"fr",2,2
29763,"https://www.ulule.com/mousses-rouergue/","2015-09-14T21:59:59Z","2015-07-23T00:00:00Z",NA,"FR","Decazeville","Artisanat & Cuisine","online",TRUE,FALSE,1285,6000,21,"EUR",FALSE,"fr",1,1
29764,"https://www.ulule.com/moz-lego/","2015-08-25T21:59:59Z","2015-07-20T00:00:00Z",NA,"FR","diemoz","Jeux","online",TRUE,FALSE,967,500,193,"EUR",TRUE,"fr",1,6
29765,"https://www.ulule.com/ferme-siguiri/","2015-09-30T21:59:59Z","2015-07-16T00:00:00Z",NA,"FR","Montauban","Solidaire & Citoyen","online",TRUE,FALSE,2125,2000,106,"EUR",TRUE,"fr",0,1
29767,"https://www.ulule.com/festival-bdsolliesville/","2015-08-22T21:59:59Z","2015-07-23T00:00:00Z",30,"FR","Var83","BD & Manga","online",TRUE,FALSE,5010,3000,167,"EUR",TRUE,"fr",7,19
29768,"https://www.ulule.com/alliesnation/","2015-08-25T21:59:59Z","2015-07-16T00:00:00Z",NA,"FR","Bois Le Roi","Film & vidéo","online",TRUE,FALSE,840,800,105,"EUR",TRUE,"fr",0,2
29770,"https://www.ulule.com/jaeg-relo/","2015-09-12T21:59:59Z","2015-07-16T00:00:00Z",NA,"FR","Garches","Solidaire & Citoyen","online",TRUE,FALSE,896,800,112,"EUR",TRUE,"fr",0,0
29771,"https://www.ulule.com/exhibitronic-festival/","2015-11-30T22:59:00Z","2015-10-21T00:00:00Z",NA,"FR","Strasbourg","Musique","online",TRUE,FALSE,480,2000,24,"EUR",FALSE,"fr",1,3
29775,"https://www.ulule.com/respect-enjoy/","2015-09-10T21:59:59Z","2015-08-08T00:00:00Z",38,"FR","Lyon","Solidaire & Citoyen","online",TRUE,FALSE,1050,1000,105,"EUR",TRUE,"fr",1,6
29777,"https://www.ulule.com/aide-karenni/","2015-10-29T22:59:59Z","2015-09-09T00:00:00Z",50,"FR","Mae Hong Son","Solidaire & Citoyen","online",TRUE,FALSE,2610,5000,52,"EUR",FALSE,"fr",2,2
29778,"https://www.ulule.com/madagascar-apprendre/","2015-09-02T21:59:59Z","2015-08-08T00:00:00Z",30,"FR","Limoges","Enfance & Educ.","online",TRUE,FALSE,905,900,100,"EUR",TRUE,"fr",2,5
29779,"https://www.ulule.com/chasse-royale/","2015-09-15T21:59:59Z","2015-07-21T00:00:00Z",NA,"FR","Paris","Film & vidéo","online",TRUE,FALSE,12565,10000,125,"EUR",TRUE,"fr",1,0
29780,"https://www.ulule.com/glm-fashion/","2016-03-15T22:59:00Z","2015-12-14T00:00:00Z",90,"FR","L'Huisserie","Solidaire & Citoyen","online",TRUE,FALSE,27071,14000,193,"EUR",TRUE,"fr",39,30
29781,"https://www.ulule.com/lesgrainesdamour/","2015-09-28T21:59:59Z","2015-08-09T00:00:00Z",50,"FR","Méricourt","Enfance & Educ.","online",TRUE,FALSE,40,2500,1,"EUR",FALSE,"fr",0,0
29785,"https://www.ulule.com/handle4dad-3/","2015-09-18T21:59:59Z","2015-07-20T00:00:00Z",60,"FR","vandoeuvre brabois","Musique","online",TRUE,FALSE,1076,1000,107,"EUR",TRUE,"fr",4,0
29786,"https://www.ulule.com/caricatures-lesnormands/","2015-09-30T21:59:59Z","2015-07-27T00:00:00Z",NA,"FR","Incarville","Édition & Média","online",TRUE,FALSE,4545,4500,101,"EUR",TRUE,"fr",4,6
29787,"https://www.ulule.com/type-r-livre/","2016-02-11T22:59:00Z","2015-11-13T00:00:00Z",90,"FR","77310","Édition & Média","online",TRUE,FALSE,22683,500,111,"EUR",TRUE,"fr",141,42
29790,"https://www.ulule.com/ecole-polida/","2015-09-06T21:59:59Z","2015-07-22T00:00:00Z",NA,"FR","azillanet","Enfance & Educ.","online",TRUE,FALSE,4225,4000,105,"EUR",TRUE,"fr",0,2
29791,"https://www.ulule.com/cirque-bigotedegato/","2015-11-20T22:59:00Z","2015-10-20T00:00:00Z",30,"PE","Villa El Salvador, Lima, Pérou","Spectacle vivant","online",TRUE,FALSE,291,1000,29,"EUR",FALSE,"fr",0,2
29792,"https://www.ulule.com/taverne-medievale/","2015-09-17T21:59:59Z","2015-07-22T00:00:00Z",NA,"FR","Le Grand Serre","Artisanat & Cuisine","online",TRUE,FALSE,6015,6000,100,"EUR",TRUE,"fr",15,10
29793,"https://www.ulule.com/livresse-bd/","2015-09-18T21:59:59Z","2015-07-20T00:00:00Z",60,"FR","Nantes (44)","BD & Manga","online",TRUE,FALSE,7837,6000,130,"EUR",TRUE,"fr",33,42
29795,"https://www.ulule.com/grains-sable/","2015-08-19T21:59:59Z","2015-07-20T00:00:00Z",30,"BE","Maurage","Artisanat & Cuisine","online",TRUE,TRUE,180,1200,15,"EUR",FALSE,"fr",4,2
29796,"https://www.ulule.com/tarbes-philo/","2015-10-15T21:59:59Z","2015-08-31T00:00:00Z",NA,"FR","CARBONNE","Autres projets","online",TRUE,TRUE,731,3500,20,"EUR",FALSE,"fr",2,1
29797,"https://www.ulule.com/equipage1133-psy4elles/","2015-10-01T21:59:59Z","2015-07-27T00:00:00Z",NA,"FR","Lyon","Solidaire & Citoyen","online",TRUE,TRUE,1571,1000,157,"EUR",TRUE,"fr",1,0
29798,"https://www.ulule.com/exhybicuriosis-cabinet-de-curiosites/","2015-09-15T21:59:59Z","2015-08-06T00:00:00Z",NA,"FR","BORDEAUX","Art & Photo","online",TRUE,FALSE,81,400,20,"EUR",FALSE,"fr",0,0
29799,"https://www.ulule.com/lamarseillaise-a-marseille/","2016-05-06T21:59:00Z","2016-03-09T00:00:00Z",45,"FR","marseille","Patrimoine","online",TRUE,FALSE,25231,25000,100,"EUR",TRUE,"fr",2,17
29802,"https://www.ulule.com/face-aube/","2015-09-01T21:59:59Z","2015-07-21T00:00:00Z",NA,"FR","Troyes","Patrimoine","online",TRUE,FALSE,55,3000,1,"EUR",FALSE,"fr",0,0
29804,"https://www.ulule.com/ludivineviguie-photographe/","2015-09-08T21:59:59Z","2015-07-20T00:00:00Z",50,"FR","Rennes","Art & Photo","online",TRUE,FALSE,5650,5000,113,"EUR",TRUE,"fr",0,5
29810,"https://www.ulule.com/chateau-neopalladien/","2015-09-08T21:59:59Z","2015-07-24T00:00:00Z",NA,"FR","Bignicourt-sur-Saulx","Édition & Média","online",TRUE,FALSE,5210,2500,208,"EUR",TRUE,"fr",0,6
29811,"https://www.ulule.com/liberte-tdp/","2015-09-06T21:59:59Z","2015-07-29T00:00:00Z",40,"FR","Montréal","Spectacle vivant","online",TRUE,FALSE,5098,5000,101,"CAD",TRUE,"fr",2,0
29812,"https://www.ulule.com/transfruit-07/","2016-01-06T22:59:00Z","2015-11-07T00:00:00Z",60,"FR","GROSPIERRES","Artisanat & Cuisine","online",TRUE,FALSE,1170,20000,5,"EUR",FALSE,"fr",0,2
29813,"https://www.ulule.com/cinlou-camif-parisot/","2015-10-23T21:59:59Z","2015-09-18T00:00:00Z",NA,"FR","Niort","Technologie","online",TRUE,FALSE,4260,20,60,"EUR",FALSE,"fr",3,5
29814,"https://www.ulule.com/une-brique/","2015-12-06T22:59:00Z","2015-11-05T00:00:00Z",31,"FR","Domène (38)","Solidaire & Citoyen","online",TRUE,FALSE,2537,2500,101,"EUR",TRUE,"fr",0,7
29815,"https://www.ulule.com/epp-djougou/","2015-09-05T21:59:59Z","2015-07-22T00:00:00Z",45,"FR","Luc La Primaube","Solidaire & Citoyen","online",TRUE,FALSE,210,3000,7,"EUR",FALSE,"fr",0,1
29816,"https://www.ulule.com/cartes-gray/","2015-08-19T21:59:59Z","2015-07-20T00:00:00Z",30,"FR","Gray","Édition & Média","online",TRUE,FALSE,25,250,10,"EUR",FALSE,"fr",0,0
29817,"https://www.ulule.com/angel-29/","2015-09-10T21:59:59Z","2015-07-22T00:00:00Z",45,"ES","Sevilla","Film & vidéo","online",TRUE,FALSE,580,2000,29,"EUR",FALSE,"es",0,5
29818,"https://www.ulule.com/sexyscope/","2015-12-20T22:59:00Z","2015-11-20T00:00:00Z",30,"BE","Liège","BD & Manga","online",TRUE,FALSE,3122,2000,156,"EUR",TRUE,"fr",6,11
29819,"https://www.ulule.com/algavenir-lesmicroalgues/","2015-09-15T21:59:59Z","2015-07-27T00:00:00Z",50,"FR","Poitiers","Technologie","online",TRUE,FALSE,650,1500,43,"EUR",FALSE,"fr",0,5
29820,"https://www.ulule.com/campsderefugies-italie/","2015-09-04T21:59:59Z","2015-07-28T00:00:00Z",NA,"FR","Montpellier","Solidaire & Citoyen","online",TRUE,FALSE,537,500,107,"EUR",TRUE,"fr",3,1
29827,"https://www.ulule.com/garage-associatif/","2015-10-15T19:59:59Z","2015-08-24T00:00:00Z",NA,"FR","12220 Galgan ","Solidaire & Citoyen","online",TRUE,FALSE,95,8000,1,"EUR",FALSE,"fr",1,1
29830,"https://www.ulule.com/concerts-mystero/","2015-10-19T21:59:59Z","2015-07-21T00:00:00Z",90,"FR",NA,"Musique","online",TRUE,FALSE,290,854,33,"EUR",FALSE,"fr",2,2
29831,"https://www.ulule.com/pulp/","2015-10-18T21:59:59Z","2015-09-16T00:00:00Z",30,"FR","Toulouse","Film & vidéo","online",TRUE,FALSE,1010,1000,101,"EUR",TRUE,"fr",0,3
29834,"https://www.ulule.com/jonas2-9/","2015-09-12T21:59:59Z","2015-07-26T00:00:00Z",NA,"FR","PARIS","Film & vidéo","online",TRUE,TRUE,461,9000,5,"EUR",FALSE,"fr",0,0
29839,"https://www.ulule.com/rodolphe-collages/","2015-09-15T21:59:59Z","2015-07-22T00:00:00Z",NA,"DE","Berlin","Art & Photo","online",TRUE,FALSE,2375,2300,103,"EUR",TRUE,"fr",1,22
29846,"https://www.ulule.com/panneauxsolaire-casamance/","2015-09-22T21:59:59Z","2015-07-24T00:00:00Z",60,"FR","Bollène","Solidaire & Citoyen","online",TRUE,FALSE,3400,3400,100,"EUR",TRUE,"fr",7,9
29847,"https://www.ulule.com/lesfleursdumarc/","2015-11-19T22:59:59Z","2015-09-20T00:00:00Z",60,"FR","Nîmes","Artisanat & Cuisine","online",TRUE,FALSE,1560,9500,16,"EUR",FALSE,"fr",0,6
29848,"https://www.ulule.com/soinsdentairespourlesdemunis/","2015-09-20T21:59:59Z","2015-07-26T00:00:00Z",NA,"FR","Montpellier","Solidaire & Citoyen","online",TRUE,FALSE,1558,1474,105,"EUR",TRUE,"fr",1,21
29850,"https://www.ulule.com/enfantsmadagascar/","2015-09-14T21:59:59Z","2015-07-23T00:00:00Z",NA,"FR","Rennes","Enfance & Educ.","online",TRUE,FALSE,816,600,136,"EUR",TRUE,"fr",0,17
29851,"https://www.ulule.com/elephants-nepal/","2015-09-21T21:59:59Z","2015-08-18T00:00:00Z",NA,"FR","Saint-Dizier","Solidaire & Citoyen","online",TRUE,FALSE,1288,1100,117,"EUR",TRUE,"fr",13,5
29852,"https://www.ulule.com/embellir-quartier/","2015-10-15T21:59:59Z","2015-08-31T00:00:00Z",45,"FR","paris","Art & Photo","online",TRUE,FALSE,2672,2000,133,"EUR",TRUE,"fr",2,7
29853,"https://www.ulule.com/histoire-de-diva/","2015-09-15T21:59:59Z","2015-07-30T00:00:00Z",NA,"FR","Gennevilliers","Musique","online",TRUE,FALSE,2000,1500,133,"EUR",TRUE,"fr",6,13
29854,"https://www.ulule.com/master-class/","2015-09-01T21:59:59Z","2015-07-25T00:00:00Z",NA,"FR","Neuilly sur seine","Film & vidéo","online",TRUE,FALSE,2115,2000,105,"EUR",TRUE,"fr",0,0
29855,"https://www.ulule.com/stef-et-anne/","2015-08-22T21:59:59Z","2015-07-22T00:00:00Z",30,"FR","Chateauroux","Solidaire & Citoyen","online",TRUE,FALSE,500,500,100,"EUR",TRUE,"fr",1,4
29857,"https://www.ulule.com/bal-renaissance/","2015-09-06T21:59:59Z","2015-07-28T00:00:00Z",40,"FR","VERTEUIL SUR CHARENTE","Musique","online",TRUE,FALSE,0,2000,0,"EUR",FALSE,"fr",0,0
29859,"https://www.ulule.com/4l-champsafagri/","2015-09-09T21:59:59Z","2015-08-04T00:00:00Z",NA,"FR","liffol le petit","Solidaire & Citoyen","online",TRUE,FALSE,0,800,0,"EUR",FALSE,"fr",0,0
29860,"https://www.ulule.com/darshinidevi/","2015-10-01T21:59:59Z","2015-08-02T00:00:00Z",60,"FR","Walschbronn","Musique","online",TRUE,FALSE,0,3500,0,"EUR",FALSE,"de",0,0
29861,"https://www.ulule.com/spik-it-up/","2015-09-06T21:59:59Z","2015-08-05T00:00:00Z",32,"FR","Joué-lès-Tours","Technologie","online",TRUE,FALSE,0,2500,0,"EUR",FALSE,"fr",0,0
29864,"https://www.ulule.com/progression/","2015-09-01T21:59:59Z","2015-07-30T00:00:00Z",30,NA,"Paris","Spectacle vivant","online",TRUE,FALSE,1005,1000,100,"EUR",TRUE,"fr",0,1
29865,"https://www.ulule.com/fort-en-theatre/","2015-09-25T21:59:59Z","2015-07-27T00:00:00Z",NA,"FR","Dunkerque","Spectacle vivant","online",TRUE,FALSE,300,2000,15,"EUR",FALSE,"fr",0,1
29869,"https://www.ulule.com/toutschusspourlesulis/","2015-09-30T21:59:59Z","2015-07-21T00:00:00Z",NA,"FR","Saint Brevin les Pins","Enfance & Educ.","online",TRUE,FALSE,2540,2000,127,"EUR",TRUE,"fr",11,8
29871,"https://www.ulule.com/locovapeur/","2015-09-22T21:59:59Z","2015-08-01T00:00:00Z",NA,"FR","85220 Apremont","Patrimoine","online",TRUE,FALSE,3250,3000,108,"EUR",TRUE,"fr",2,13
29872,"https://www.ulule.com/horizons-jeunesse/","2015-09-28T21:59:59Z","2015-08-14T00:00:00Z",45,"FR","Beuzeville","Solidaire & Citoyen","online",TRUE,FALSE,1755,1500,117,"EUR",TRUE,"fr",1,0
29873,"https://www.ulule.com/sentineldiego/","2015-10-07T21:59:59Z","2015-08-18T00:00:00Z",NA,"FR","Paris 18","Musique","online",TRUE,FALSE,1087,1087,100,"EUR",TRUE,"fr",1,0
29878,"https://www.ulule.com/mara-moja/","2015-08-19T21:59:59Z","2015-07-29T00:00:00Z",NA,"FR","Metz","Musique","online",TRUE,FALSE,1420,1000,142,"EUR",TRUE,"fr",0,1
29879,"https://www.ulule.com/exposition-re_naissance/","2015-08-21T21:59:59Z","2015-08-01T00:00:00Z",NA,"RE","Saint Paul","Mode & Design","online",TRUE,FALSE,1012,1000,101,"EUR",TRUE,"fr",0,4
29880,"https://www.ulule.com/le-bonheur-infini/","2016-03-19T22:59:00Z","2016-01-19T00:00:00Z",60,"FR","Nice","Spectacle vivant","online",TRUE,FALSE,4032,3800,106,"EUR",TRUE,"fr",6,9
29881,"https://www.ulule.com/formidables-laureates/","2015-10-18T21:59:59Z","2015-09-03T00:00:00Z",45,"FR","PARIS & ANGERS ","Solidaire & Citoyen","online",TRUE,FALSE,2000,2000,100,"EUR",TRUE,"fr",0,3
29886,"https://www.ulule.com/ne-te-renverse-pas/","2015-08-31T21:59:59Z","2015-07-29T00:00:00Z",NA,"FR","Paris - Bidarray","Film & vidéo","online",TRUE,FALSE,1360,1300,104,"EUR",TRUE,"fr",1,2
29890,"https://www.ulule.com/parisvabien/","2015-11-29T22:59:00Z","2015-11-18T00:00:00Z",NA,"FR","Saint Ouen","Film & vidéo","online",TRUE,TRUE,45,2500,1,"EUR",FALSE,"fr",0,0
29891,"https://www.ulule.com/zo-jevis/","2015-08-31T21:59:59Z","2015-07-25T00:00:00Z",NA,"FR","Marseille","Film & vidéo","online",TRUE,FALSE,2697,2500,107,"EUR",TRUE,"fr",0,14
29893,"https://www.ulule.com/lepetitcirage/","2015-09-30T21:59:59Z","2015-07-28T00:00:00Z",NA,"FR","Strasbourg","Artisanat & Cuisine","online",TRUE,FALSE,3205,3000,106,"EUR",TRUE,"fr",13,8
29895,"https://www.ulule.com/operation-sac-a-dos/","2015-09-25T21:59:59Z","2015-07-27T00:00:00Z",60,"FR","Mulhouse","Solidaire & Citoyen","online",TRUE,TRUE,505,2500,20,"EUR",FALSE,"fr",2,1
29898,"https://www.ulule.com/velo-brume/","2015-10-30T22:59:59Z","2015-09-15T00:00:00Z",45,"FR","Grenoble","BD & Manga","online",TRUE,FALSE,3774,3500,107,"EUR",TRUE,"fr",7,9
29899,"https://www.ulule.com/badcass-serie/","2015-09-04T21:59:59Z","2015-07-23T00:00:00Z",NA,"FR","Montpellier","Film & vidéo","online",TRUE,FALSE,5495,3000,183,"EUR",TRUE,"fr",13,6
29900,"https://www.ulule.com/safran-seinemarne/","2015-08-31T21:59:59Z","2015-07-26T00:00:00Z",NA,"FR","Donnemarie-Dontilly","Artisanat & Cuisine","online",TRUE,FALSE,705,700,100,"EUR",TRUE,"fr",0,2
29901,"https://www.ulule.com/infirmier-cambodge/","2015-10-09T21:59:59Z","2015-08-25T00:00:00Z",45,"FR","Marcy","Solidaire & Citoyen","online",TRUE,FALSE,1095,750,146,"EUR",TRUE,"fr",6,4
29902,"https://www.ulule.com/couleurs-jerzual/","2015-08-22T21:59:59Z","2015-07-24T00:00:00Z",NA,"FR","dinan","Artisanat & Cuisine","online",TRUE,FALSE,98,800,12,"EUR",FALSE,"fr",0,0
29903,"https://www.ulule.com/lereversdelamedaille/","2015-09-05T21:59:59Z","2015-07-25T00:00:00Z",NA,"FR","Paris","Film & vidéo","online",TRUE,TRUE,5026,5000,100,"EUR",TRUE,"fr",6,0
29904,"https://www.ulule.com/becube-2/","2015-11-29T22:59:00Z","2015-10-20T00:00:00Z",40,"FR","LYON","Mode & Design","online",TRUE,FALSE,5000,5000,100,"EUR",TRUE,"fr",0,4
29905,"https://www.ulule.com/lesyeux-dlatete/","2015-11-30T22:59:00Z","2015-10-16T00:00:00Z",45,"FR","Paris","Musique","online",TRUE,FALSE,12856,10000,128,"EUR",TRUE,"fr",24,4
29908,"https://www.ulule.com/modernisation-museedusel/","2015-10-18T21:59:59Z","2015-09-03T00:00:00Z",45,"FR","Salies-de-Béarn","Patrimoine","online",TRUE,FALSE,5065,2000,253,"EUR",TRUE,"fr",3,14
29912,"https://www.ulule.com/boys-vf/","2015-09-10T21:59:59Z","2015-07-30T00:00:00Z",65,"FR","Paris","Film & vidéo","online",TRUE,FALSE,5745,8000,71,"EUR",FALSE,"fr",6,18
29913,"https://www.ulule.com/mayotte-enfantsoublies/","2015-09-06T21:59:59Z","2015-07-23T00:00:00Z",NA,"FR","Bordeaux","Solidaire & Citoyen","online",TRUE,FALSE,731,500,146,"EUR",TRUE,"fr",2,25
29914,"https://www.ulule.com/association-mercure/","2015-12-11T22:59:00Z","2015-10-27T00:00:00Z",45,"FR","ANGERS","Solidaire & Citoyen","online",TRUE,FALSE,2576,2000,128,"EUR",TRUE,"fr",0,0
29916,"https://www.ulule.com/judy-nouveauclip/","2015-09-15T21:59:59Z","2015-07-28T00:00:00Z",NA,"FR","Reims","Film & vidéo","online",TRUE,FALSE,650,600,108,"EUR",TRUE,"fr",1,0
29918,"https://www.ulule.com/emboitez-vous/","2015-12-12T22:59:00Z","2015-11-02T00:00:00Z",40,"FR","PARIS","Mode & Design","online",TRUE,FALSE,10015,10000,100,"EUR",TRUE,"fr",0,9
29920,"https://www.ulule.com/retour-photographie/","2015-09-10T21:59:59Z","2015-07-27T00:00:00Z",45,"FR","Mirebeau","Art & Photo","online",TRUE,FALSE,365,1000,36,"EUR",FALSE,"fr",6,6
29921,"https://www.ulule.com/floating-point/","2015-11-16T22:59:59Z","2015-09-12T00:00:00Z",60,"CH","Lausanne","Musique","online",TRUE,FALSE,3307,3000,110,"EUR",TRUE,"fr",10,9
